pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Activation of NF-kappaB in B cells,Reactome,1,CARD11,18 (18),0.563,1,0,,4 (5),1,1,0.886,1
Interleukin-12 family signaling,Reactome,1,IL6ST,18 (18),0.563,1,0,,2 (2),1,1,0.886,1
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer_s disease models,Reactome,1,FOXO3,18 (18),0.563,1,0,,4 (4),1,1,0.886,1
Neurodegenerative Diseases,Reactome,1,FOXO3,18 (18),0.563,1,0,,4 (4),1,1,0.886,1
Fructose and Mannose Degradation,SMPDB,1,PFKFB1,18 (18),0.563,1,0,,28 (31),1,1,0.886,1
Signaling by FLT3 fusion proteins,Reactome,1,CDKN1A,18 (18),0.563,1,0,,9 (9),1,1,0.886,1
Serotonin Neurotransmitter Release Cycle,Reactome,1,SYN1,18 (18),0.563,1,0,,1 (1),1,1,0.886,1
EPHA2 forward signaling,PID,1,SRC,18 (18),0.563,1,0,,3 (3),1,1,0.886,1
Fructose intolerance_ hereditary,SMPDB,1,PFKFB1,18 (18),0.563,1,0,,28 (31),1,1,0.886,1
Fructosuria,SMPDB,1,PFKFB1,18 (18),0.563,1,0,,28 (31),1,1,0.886,1
IFN-gamma pathway,PID,2,CALM3;PTGES2,42 (42),0.568,1,0,,3 (3),1,1,0.889,1
actions of nitric oxide in the heart,BioCarta,2,FLT1;KNG1,42 (42),0.568,1,0,,9 (10),1,1,0.889,1
RND3 GTPase cycle,Reactome,2,NISCH;PKP4,42 (42),0.568,1,0,,1 (1),1,1,0.889,1
IRS-mediated signalling,Reactome,1,IRS2,48 (48),0.89,1,1,HMDB0000693,9 (12),0.64,1,0.89,1
superpathway of methionine degradation,HumanCyc,1,MAT1A,19 (19),0.582,1,1,HMDB0000043,34 (36),0.979,1,0.891,1
Cellular responses to external stimuli,Reactome,16,MT-CO1;MT-CO2;MDM4;TBL1XR1;MAP2K6;NFE2L2;CDKN1A;HSPA8;FKBP5;HSPB2;NUP93;UBE2C;RPL39;CCNA2;NPAS2;RAD50,568 (569),0.986,1,6,HMDB0000234;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000067;HMDB0001388;HMDB0000054;HMDB0001043,57 (76),0.584,1,0.894,1
Translation,Reactome,9,MRPL14;EIF5B;RPN2;EIF1AX;HARS2;MTIF2;RPL39;MRPL48;EEF1A2,307 (307),0.937,1,3,HMDB0000123;HMDB0000172;HMDB0000687,29 (80),0.616,1,0.895,1
Glycine Serine metabolism,INOH,1,PEMT,40 (40),0.841,1,5,HMDB0001149;HMDB0000123;HMDB0033934;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0000043,53 (68),0.687,1,0.895,1
Vitamin E metabolism,EHMN,2,NUP93;AMACR,43 (43),0.581,1,0,,21 (21),1,1,0.897,1
Keratan sulfate/keratin metabolism,Reactome,1,HEXB,33 (33),0.781,1,1,HMDB0000290,12 (19),0.745,1,0.897,1
IRS-related events triggered by IGF1R,Reactome,1,IRS2,52 (52),0.909,1,1,HMDB0000693,9 (12),0.64,1,0.897,1
CDC42 GTPase cycle,Reactome,7,FGD2;ECT2;ARHGAP4;FARP1;GIT2;TFRC;NGEF,160 (160),0.582,1,0,,4 (4),1,1,0.897,1
Overview of nanoparticle effects,Wikipathways,1,CRP,19 (19),0.582,1,0,,1 (3),1,1,0.897,1
Mitochondrial Gene Expression,Wikipathways,1,PPARGC1A,19 (19),0.582,1,0,,3 (3),1,1,0.897,1
Nucleotide metabolism,Wikipathways,1,SAT1,19 (19),0.582,1,0,,16 (18),1,1,0.897,1
Initiation of Nuclear Envelope (NE) Reformation,Reactome,1,CDK1,19 (19),0.582,1,0,,6 (9),1,1,0.897,1
PKA-mediated phosphorylation of CREB,Reactome,1,ADCY9,19 (19),0.582,1,0,,5 (5),1,1,0.897,1
gata3 participate in activating the th2 cytokine genes expression,BioCarta,1,MAP2K6,19 (19),0.582,1,0,,3 (5),1,1,0.897,1
Listeria monocytogenes entry into host cells,Reactome,1,SH3GL3,19 (19),0.582,1,0,,4 (4),1,1,0.897,1
Etoposide Action Pathway,SMPDB,1,TOP2A,19 (19),0.582,1,0,,14 (14),1,1,0.897,1
Etoposide Metabolism Pathway,SMPDB,1,TOP2A,19 (19),0.582,1,0,,14 (14),1,1,0.897,1
Glutamate Glutamine metabolism,INOH,1,ALDH1A1,27 (27),0.711,1,2,HMDB0000123;HMDB0033934,28 (34),0.82,1,0.897,1
Complement cascade,Reactome,6,C1R;C2;C4A;CD46;CFB;CPN1,137 (137),0.583,1,0,,4 (12),1,1,0.898,1
Acute myeloid leukemia - Homo sapiens (human),KEGG,3,PER2;CCNA2;CCND1,67 (67),0.584,1,0,,1 (1),1,1,0.898,1
IGF1R signaling cascade,Reactome,1,IRS2,53 (53),0.913,1,1,HMDB0000693,9 (12),0.64,1,0.898,1
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Reactome,1,IRS2,53 (53),0.913,1,1,HMDB0000693,9 (12),0.64,1,0.898,1
Wnt signaling,Wikipathways,5,PLAU;FZD1;CCND1;FZD6;FZD5,114 (114),0.585,1,0,,1 (1),1,1,0.899,1
Leukocyte transendothelial migration - Homo sapiens (human),KEGG,5,F11R;CLDN1;OCLN;CLDN4;RAPGEF4,114 (114),0.585,1,0,,3 (4),1,1,0.899,1
Peptide ligand-binding receptors,Reactome,9,SSTR3;CXCL9;GALR3;PF4;NPFF;XK;KNG1;EDNRA;NTSR1,207 (207),0.587,1,0,,9 (13),1,1,0.9,1
22q11.2 copy number variation syndrome,Wikipathways,4,SREBF1;SREBF2;CLDN1;CHRD,149 (149),0.907,1,2,HMDB0006285#HMDB0006280;HMDB0002104,20 (30),0.649,1,0.901,1
Valine_ leucine and isoleucine biosynthesis - Homo sapiens (human),KEGG,0,,4 (4),1,1,2,HMDB0000172;HMDB0000687,18 (23),0.591,1,0.902,1
Taurine and hypotaurine metabolism - Homo sapiens (human),KEGG,0,,11 (11),1,1,2,HMDB0000036;HMDB0011182,18 (22),0.591,1,0.902,1
Thyroid hormone synthesis - Homo sapiens (human),KEGG,3,ADCY9;CREB3L3;LRP2,75 (75),0.661,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,20 (21),0.898,1,0.903,1
Generic Transcription Pathway,Reactome,51,FANCC;BLM;CDKN1A;CCNG1;CCNG2;CCNT2;PPARGC1A;PPP2R1B;BTG2;SNW1;RARB;ATRIP;NEDD4L;MT-CO1;MT-CO2;OCLN;HUS1;SESN1;FKBP5;CALM3;ESRRG;SRC;MYBL2;PRKAB1;SOCS3;SREBF1;KCTD15;PF4;FOXO4;CCND1;GCK;CDK1;PAX5;KAT2A;PPARG;IHH;MDM4;FASLG;TBL1XR1;ZFP69;MAP2K6;CTSL;ZNF454;GADD45A;PCK1;NR1H4;FOXO3;TP73;CCNA2;CDC7;RAD50,1177 (1178),0.628,1,2,HMDB0000234;HMDB0001547,41 (55),0.945,1,0.903,1
Signaling by NOTCH3,Reactome,2,KAT2A;SNW1,44 (44),0.594,1,0,,3 (3),1,1,0.903,1
RAC1 GTPase cycle,Reactome,8,FAM13A;ECT2;ARHGAP4;FARP1;NISCH;GIT2;TFRC;NGEF,185 (185),0.594,1,0,,6 (6),1,1,0.903,1
BCR signaling pathway,PID,3,CALM3;CARD11;SH3BP5,68 (68),0.594,1,0,,4 (4),1,1,0.904,1
Signaling by Hedgehog,Reactome,2,ADCY9;IHH,79 (79),0.876,1,1,HMDB0000067,10 (11),0.679,1,0.904,1
Heroin Action Pathway,SMPDB,1,CACNB1,32 (32),0.77,1,1,HMDB0041812,13 (14),0.772,1,0.904,1
Hepatitis B - Homo sapiens (human),KEGG,7,CDKN1A;FASLG;MAP2K6;IRF3;CCNA2;CREB3L3;SRC,162 (162),0.595,1,0,,1 (1),1,1,0.904,1
D-<i>myo</i>-inositol (1_4_5)-trisphosphate biosynthesis,HumanCyc,0,,27 (27),1,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (13),0.597,1,0.905,1
Norepinephrine Neurotransmitter Release Cycle,Reactome,0,,18 (18),1,1,1,HMDB0033934,8 (8),0.597,1,0.905,1
creatine biosynthesis,HumanCyc,0,,2 (2),1,1,1,HMDB0000123,8 (8),0.597,1,0.905,1
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Reactome,0,,14 (14),1,1,1,HMDB0001342,8 (9),0.597,1,0.905,1
DNA replication initiation,Reactome,0,,8 (8),1,1,1,HMDB0001342,8 (10),0.597,1,0.905,1
fatty acid &beta;-oxidation (unsaturated_ odd number),HumanCyc,0,,3 (3),1,1,1,HMDB0003944,8 (10),0.597,1,0.905,1
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Reactome,0,,14 (14),1,1,1,HMDB0001342,8 (9),0.597,1,0.905,1
Mismatch Repair,Reactome,0,,15 (15),1,1,1,HMDB0001342,8 (9),0.597,1,0.905,1
pyrimidine deoxyribonucleotide phosphorylation,HumanCyc,0,,12 (12),1,1,1,HMDB0001342,8 (8),0.597,1,0.905,1
Gemcitabine Metabolism Pathway,SMPDB,0,,13 (13),1,1,1,HMDB0033934,8 (8),0.597,1,0.905,1
heparan sulfate biosynthesis (late stages),HumanCyc,0,,22 (22),1,1,1,HMDB0000290,8 (8),0.597,1,0.905,1
estradiol biosynthesis II,HumanCyc,0,,2 (2),1,1,1,HMDB0000234,8 (8),0.597,1,0.905,1
Differentiation Pathway,Wikipathways,0,,48 (48),1,1,1,HMDB0014842,8 (12),0.597,1,0.905,1
glycine cleavage,HumanCyc,0,,3 (3),1,1,1,HMDB0000123,8 (8),0.597,1,0.905,1
Methadone Metabolism Pathway,SMPDB,0,,11 (11),1,1,1,HMDB0014477,8 (8),0.597,1,0.905,1
Gemcitabine Action Pathway,SMPDB,0,,13 (13),1,1,1,HMDB0033934,8 (8),0.597,1,0.905,1
Lactose Degradation,SMPDB,0,,11 (11),1,1,1,HMDB0035312,8 (9),0.597,1,0.905,1
Lactose Intolerance,SMPDB,0,,11 (11),1,1,1,HMDB0035312,8 (9),0.597,1,0.905,1
Epigenetic regulation of gene expression,Reactome,6,PHF19;PHF1;POLR1E;SMARCA5;TAF1C;KAT2A,139 (140),0.597,1,0,,13 (22),1,1,0.905,1
Valine_ leucine and isoleucine degradation,EHMN,1,DBI,49 (49),0.895,1,5,HMDB0006868;HMDB0001052;HMDB0000172;HMDB0000687;HMDB0033934,52 (62),0.671,1,0.907,1
Nanomaterial induced apoptosis,Wikipathways,1,FASLG,20 (20),0.601,1,0,,1 (2),1,1,0.907,1
Signaling by NTRK2 (TRKB),Reactome,1,SRC,20 (20),0.601,1,0,,4 (4),1,1,0.907,1
Signaling by phosphorylated juxtamembrane_ extracellular and kinase domain KIT mutants,Reactome,1,SRC,20 (20),0.601,1,0,,5 (6),1,1,0.907,1
Signaling by KIT in disease,Reactome,1,SRC,20 (20),0.601,1,0,,5 (12),1,1,0.907,1
Signaling by NODAL,Reactome,1,FOXO3,20 (20),0.601,1,0,,2 (3),1,1,0.907,1
Cellular hexose transport,Reactome,1,SLC50A1,20 (20),0.601,1,0,,4 (7),1,1,0.907,1
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,Reactome,1,TP73,20 (20),0.601,1,0,,3 (3),1,1,0.907,1
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human),KEGG,1,CHST13,20 (20),0.601,1,0,,3 (12),1,1,0.907,1
Purinergic signaling in leishmaniasis infection,Reactome,1,IL18,20 (20),0.601,1,0,,16 (20),1,1,0.907,1
Cell recruitment (pro-inflammatory response),Reactome,1,IL18,20 (20),0.601,1,0,,16 (20),1,1,0.907,1
Signaling by Hippo,Reactome,1,AMOT,20 (20),0.601,1,0,,2 (2),1,1,0.907,1
Regulation of TP53 Activity through Methylation,Reactome,1,MDM4,20 (20),0.601,1,0,,4 (4),1,1,0.907,1
Mitochondrial calcium ion transport,Reactome,1,PHB2,20 (20),0.601,1,0,,4 (4),1,1,0.907,1
Nonhomologous End-Joining (NHEJ),Reactome,3,NHEJ1;RAD50;TDP2,69 (70),0.604,1,0,,4 (7),1,1,0.909,1
Amphetamine addiction - Homo sapiens (human),KEGG,3,CACNA1D;CALM3;CREB3L3,69 (69),0.604,1,0,,10 (10),1,1,0.909,1
Renin secretion - Homo sapiens (human),KEGG,3,CACNA1D;CALM3;EDNRA,69 (69),0.604,1,0,,17 (17),1,1,0.909,1
B-WICH complex positively regulates rRNA expression,Reactome,4,KAT2A;POLR1E;SMARCA5;TAF1C,93 (94),0.606,1,0,,2 (3),1,1,0.909,1
Allograft Rejection,Wikipathways,4,C4A;CXCL9;FASLG;C2,93 (93),0.606,1,0,,4 (10),1,1,0.909,1
a6b1 and a6b4 Integrin signaling,PID,2,ERBB3;LAMA5,45 (45),0.606,1,0,,3 (3),1,1,0.91,1
RhoA signaling pathway,PID,2,MAP2K6;LIMK2,45 (45),0.606,1,0,,1 (1),1,1,0.91,1
Tryptophan metabolism,EHMN,1,ACMSD,22 (22),0.636,1,4,HMDB0004369;HMDB0033934;HMDB0004259;HMDB0000472,72 (78),0.96,1,0.912,1
FCERI mediated Ca+2 mobilization,Reactome,2,CALM3;LAT,108 (108),0.958,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (13),0.64,1,0.913,1
RAC3 GTPase cycle,Reactome,4,PGRMC2;RAC3;TFRC;GIT2,94 (94),0.614,1,0,,6 (6),1,1,0.914,1
Stimuli-sensing channels,Reactome,4,TRPV1;TPCN2;TRPM3;NEDD4L,94 (94),0.614,1,0,,9 (11),1,1,0.914,1
Disulfiram Action Pathway,SMPDB,1,ACSS2,25 (25),0.683,1,5,HMDB0001229;HMDB0000318;HMDB0033934;HMDB0002281;HMDB0004067,72 (77),0.9,1,0.914,1
Vitamin B3 (nicotinate and nicotinamide) metabolism,EHMN,2,NUP93;NMNAT1,47 (47),0.63,1,1,HMDB0001178,33 (36),0.977,1,0.914,1
Sensory Perception,Reactome,8,RETSAT;RDH11;CACNA1D;CALM3;LRP2;GPC2;RBP1;LRP8,585 (585),1,1,5,HMDB0000067;HMDB0006216;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,49 (69),0.617,1,0.915,1
ATM Signaling Network in Development and Disease,Wikipathways,2,RAD50;CDK1,46 (46),0.618,1,0,,1 (1),1,1,0.915,1
Signaling by MET,Reactome,2,SH3GL3;SRC,46 (46),0.618,1,0,,7 (9),1,1,0.915,1
Insulin Pathway,PID,2,SH2B2;FOXO3,46 (46),0.618,1,0,,5 (5),1,1,0.915,1
MECP2 and Associated Rett Syndrome,Wikipathways,1,FKBP5,73 (73),0.965,1,1,HMDB0000123,9 (11),0.64,1,0.916,1
HS-GAG degradation,Reactome,1,GPC2,21 (21),0.619,1,0,,10 (22),1,1,0.916,1
chondroitin sulfate biosynthesis,HumanCyc,1,CHST13,21 (21),0.619,1,0,,7 (8),1,1,0.916,1
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,Reactome,1,UBE2C,21 (21),0.619,1,0,,2 (2),1,1,0.916,1
Negative regulation of MET activity,Reactome,1,SH3GL3,21 (21),0.619,1,0,,4 (5),1,1,0.916,1
FLT3 signaling in disease,Reactome,1,CDKN1A,21 (21),0.619,1,0,,9 (12),1,1,0.916,1
BMP Signalling Pathway,HumanCyc,1,CHRDL1,21 (21),0.619,1,0,,2 (2),1,1,0.916,1
Downregulation of SMAD2/3:SMAD4 transcriptional activity,Reactome,1,NEDD4L,21 (21),0.619,1,0,,4 (4),1,1,0.916,1
E-cadherin signaling in keratinocytes,PID,1,SRC,21 (21),0.619,1,0,,4 (4),1,1,0.916,1
Sphingosine 1-phosphate (S1P) pathway,PID,1,SGPP1,21 (21),0.619,1,0,,4 (5),1,1,0.916,1
nf-kb signaling pathway,BioCarta,1,IL1R1,21 (21),0.619,1,0,,1 (1),1,1,0.916,1
Metabolism of cofactors,Reactome,1,CALM3,21 (21),0.619,1,0,,41 (48),1,1,0.916,1
regulation of pgc-1a,BioCarta,1,PPARGC1A,21 (21),0.619,1,0,,1 (1),1,1,0.916,1
activated TAK1 mediates p38 MAPK activation,Reactome,1,MAP2K6,21 (21),0.619,1,0,,2 (5),1,1,0.916,1
N-Glycan biosynthesis,EHMN,1,RPN2,42 (42),0.855,1,2,HMDB0000290;HMDB0001445,23 (51),0.725,1,0.916,1
Thyroid hormone signaling pathway - Homo sapiens (human),KEGG,3,KAT2A;SRC;CCND1,121 (121),0.913,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,10 (11),0.679,1,0.917,1
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,SMPDB,0,,8 (8),1,1,2,HMDB0001166;HMDB0003944,19 (19),0.621,1,0.917,1
Carnitine Synthesis,SMPDB,0,,5 (5),1,1,2,HMDB0000123;HMDB0001325,19 (20),0.621,1,0.917,1
Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),SMPDB,0,,8 (8),1,1,2,HMDB0001166;HMDB0003944,19 (19),0.621,1,0.917,1
Synaptic vesicle cycle - Homo sapiens (human),KEGG,2,SLC1A3;DNM3,78 (78),0.871,1,1,HMDB0000123,11 (12),0.714,1,0.917,1
Signaling by Receptor Tyrosine Kinases,Reactome,17,FES;DNM3;NRG4;MATK;CALM3;NRG1;SH2B2;SPRY1;PPP2R1B;ERBB3;IRS2;DUSP4;SH3GL3;PPP2R5D;THBS4;SRC;FLT1,464 (464),0.838,1,3,HMDB0000693;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000304,35 (53),0.742,1,0.917,1
Pre-NOTCH Transcription and Translation,Reactome,4,KAT2A;SNW1;CCND1;ELF3,95 (96),0.622,1,0,,3 (4),1,1,0.918,1
Insulin receptor signalling cascade,Reactome,1,IRS2,54 (54),0.917,1,1,HMDB0000693,10 (14),0.679,1,0.918,1
CDC42 signaling events,PID,3,MAP2K6;LIMK2;SRC,71 (71),0.624,1,0,,6 (6),1,1,0.918,1
G alpha (s) signalling events,Reactome,6,GPR27;ADORA2B;ADCY9;PPAN;SRC;GLP2R,143 (143),0.625,1,0,,25 (25),1,1,0.919,1
Desipramine Action Pathway,SMPDB,1,CACNB1,30 (30),0.748,1,1,HMDB0015282,16 (16),0.838,1,0.92,1
Pancreatic secretion - Homo sapiens (human),KEGG,3,CEL;ADCY9;TPCN2,102 (102),0.842,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,12 (15),0.745,1,0.92,1
superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle,HumanCyc,2,ENO3;GCK,47 (48),0.63,1,0,,33 (36),1,1,0.921,1
Transcriptional regulation of white adipocyte differentiation,Reactome,2,PPARGC1A;PPARG,47 (47),0.63,1,0,,4 (4),1,1,0.921,1
ion channels and their functional role in vascular endothelium,BioCarta,2,KNG1;EDNRA,47 (47),0.63,1,0,,10 (11),1,1,0.921,1
Joubert Syndrome,Wikipathways,3,CEP290;RAD50;ARR3,72 (72),0.633,1,0,,3 (9),1,1,0.923,1
trans-Golgi Network Vesicle Budding,Reactome,3,HSPA8;TPD52L1;TFRC,72 (72),0.633,1,0,,5 (6),1,1,0.923,1
Interferon alpha/beta signaling,Reactome,3,SOCS3;ISG20;IRF3,72 (72),0.633,1,0,,4 (4),1,1,0.923,1
Metabolism of amino acids and derivatives,Reactome,14,RPL39;AMDHD1;ACMSD;IL4I1;AASS;MAT1A;SLC25A21;SMS;SCLY;HAL;HDC;ASS1;PPM1K;SAT1,339 (339),0.665,1,17,HMDB0001229;HMDB0001186;HMDB0033934;HMDB0006454;HMDB0002104;HMDB0000472;HMDB0004067;HMDB0000279;HMDB0000123;HMDB0000172;HMDB0012130;HMDB0240251;HMDB0001052;HMDB0001325;HMDB0000043;HMDB0001276;HMDB0000687,222 (286),0.956,1,0.924,1
Post-chaperonin tubulin folding pathway,Reactome,1,TUBB2A,22 (22),0.636,1,0,,2 (2),1,1,0.924,1
Citric acid cycle (TCA cycle),Reactome,1,ME3,22 (22),0.636,1,0,,28 (31),1,1,0.924,1
Chaperone Mediated Autophagy,Reactome,1,HSPA8,22 (22),0.636,1,0,,1 (2),1,1,0.924,1
Phase 0 - rapid depolarisation,Reactome,1,CACNB1,22 (22),0.636,1,0,,2 (2),1,1,0.924,1
Acyl chain remodelling of PS,Reactome,1,PLA2G4B,22 (22),0.636,1,0,,4 (9),1,1,0.924,1
Alanine Aspartate Asparagine metabolism,INOH,1,ASS1,25 (25),0.683,1,2,HMDB0000123;HMDB0033934,39 (45),0.933,1,0.925,1
Signaling by NOTCH,Reactome,6,TBL1XR1;ELF3;TLE2;CCND1;KAT2A;SNW1,189 (190),0.857,1,1,HMDB0000290,12 (13),0.745,1,0.925,1
Butanoate metabolism,EHMN,1,DBI,23 (23),0.653,1,1,HMDB0001166,34 (36),0.979,1,0.925,1
Citrate cycle (TCA cycle) - Homo sapiens (human),KEGG,1,PCK1,30 (30),0.748,1,1,HMDB0003974,17 (20),0.856,1,0.926,1
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II,HumanCyc,0,,5 (5),1,1,1,HMDB0000290,9 (11),0.64,1,0.926,1
proline degradation,HumanCyc,0,,2 (2),1,1,1,HMDB0002104,9 (10),0.64,1,0.926,1
glutathione biosynthesis,HumanCyc,0,,3 (3),1,1,1,HMDB0000123,9 (9),0.64,1,0.926,1
Reactions specific to the complex N-glycan synthesis pathway,Reactome,0,,10 (10),1,1,1,HMDB0000290,9 (19),0.64,1,0.926,1
tRNA splicing,HumanCyc,0,,5 (5),1,1,1,HMDB0001178,9 (11),0.64,1,0.926,1
Enzymatic degradation of Dopamine by monoamine oxidase,Reactome,0,,2 (2),1,1,1,HMDB0033934,9 (10),0.64,1,0.926,1
Nicotine Activity on Dopaminergic Neurons,Wikipathways,0,,21 (21),1,1,1,HMDB0001934,9 (9),0.64,1,0.926,1
HDL assembly,Reactome,0,,7 (7),1,1,1,HMDB0000067,9 (10),0.64,1,0.926,1
Base-Excision Repair_ AP Site Formation,Reactome,0,,66 (67),1,1,1,HMDB0011600,9 (18),0.64,1,0.926,1
Phenylacetate Metabolism,SMPDB,0,,3 (3),1,1,1,HMDB0006344,9 (9),0.64,1,0.926,1
Keratan sulfate biosynthesis,Reactome,0,,28 (28),1,1,1,HMDB0000290,9 (9),0.64,1,0.926,1
SLC-mediated transmembrane transport,Reactome,8,SLC30A3;SLC50A1;SLC34A2;SLC1A3;CP;LCN12;SLC9A5;SLC12A3,243 (243),0.859,1,13,HMDB0000036;HMDB0000951;HMDB0240251;HMDB0000123;HMDB0000172;HMDB0000195;HMDB0000043;HMDB0000290;HMDB0015169;HMDB0000138;HMDB0015282;HMDB0000687;HMDB0000304,139 (164),0.746,1,0.926,1
Purine metabolism - Homo sapiens (human),KEGG,5,AK9;PDE6C;ADCY9;NPR2;AMPD2,129 (130),0.693,1,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,78 (95),0.934,1,0.929,1
Fc epsilon receptor (FCERI) signaling,Reactome,4,CALM3;LAT;RASGRP4;CARD11,150 (150),0.91,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,11 (16),0.714,1,0.93,1
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide_ LLO) and transfer to a nascent protein,Reactome,3,NEU2;MVD;ALG8,77 (77),0.678,1,3,HMDB0000290;HMDB0001090;HMDB0001445,59 (82),0.961,1,0.931,1
TLR ECSIT MEKK1 p38,INOH,1,MAP2K6,23 (23),0.653,1,0,,1 (1),1,1,0.931,1
Negative regulators of DDX58/IFIH1 signaling,Reactome,1,IRF3,23 (23),0.653,1,0,,2 (6),1,1,0.931,1
Dopamine Neurotransmitter Release Cycle,Reactome,1,SYN1,23 (23),0.653,1,0,,1 (1),1,1,0.931,1
Glutamate Neurotransmitter Release Cycle,Reactome,1,SLC1A3,23 (23),0.653,1,0,,8 (8),1,1,0.931,1
RHO GTPases activate PAKs,Reactome,1,CALM3,23 (23),0.653,1,0,,6 (6),1,1,0.931,1
Uptake and actions of bacterial toxins,Reactome,1,MAP2K6,23 (23),0.653,1,0,,9 (11),1,1,0.931,1
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,Reactome,1,BTG2,23 (23),0.653,1,0,,2 (2),1,1,0.931,1
Signaling by CSF3 (G-CSF),Reactome,1,SOCS3,23 (23),0.653,1,0,,3 (3),1,1,0.931,1
growth hormone signaling pathway,BioCarta,1,CISH,23 (23),0.653,1,0,,1 (1),1,1,0.931,1
Mitotic Anaphase,Reactome,8,SPC24;PPP2R1B;TUBB2A;NUP93;CDK1;PPP2R5D;UBE2C;CENPT,195 (195),0.653,1,0,,11 (14),1,1,0.931,1
Transcriptional regulation by RUNX1,Reactome,8,OCLN;CTSL;PF4;CCND1;PAX5;TP73;SRC;SOCS3,195 (196),0.653,1,0,,6 (7),1,1,0.931,1
Trans-sulfuration and one-carbon metabolism,Wikipathways,1,MAT1A,31 (31),0.76,1,2,HMDB0000123;HMDB0000043,31 (33),0.861,1,0.932,1
Inositol phosphate metabolism,Reactome,2,CALM3;NUDT10,51 (51),0.674,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,31 (44),0.971,1,0.932,1
Cell Cycle_ Mitotic,Reactome,21,FOXM1;CDKN1A;TOP2A;LPIN3;SPC24;ORC4;ORC2;CCNA2;PPP2R1B;TUBB2A;NUP93;CCND1;CDC7;CDK1;PPP2R5D;UBE2C;SRC;MCM6;MYBL2;CENPT;CEP290,523 (524),0.733,1,2,HMDB0001342;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,34 (40),0.894,1,0.932,1
Influenza A - Homo sapiens (human),KEGG,7,FASLG;TNFSF10;IRF3;FDPS;NXF1;IL18;SOCS3,172 (172),0.658,1,0,,3 (3),1,1,0.933,1
Mitotic Metaphase and Anaphase,Reactome,8,SPC24;PPP2R1B;TUBB2A;NUP93;CDK1;PPP2R5D;UBE2C;CENPT,196 (196),0.659,1,0,,11 (14),1,1,0.934,1
Integrin,INOH,5,SRC;COL8A1;COL18A1;COL11A2;ITGB7,124 (124),0.659,1,0,,2 (2),1,1,0.934,1
Cell-Cell communication,Reactome,5,F11R;CLDN1;SRC;CLDN4;SIRPA,124 (124),0.659,1,0,,3 (4),1,1,0.934,1
EML4 and NUDC in mitotic spindle formation,Reactome,4,PPP2R5D;SPC24;CENPT;PPP2R1B,100 (100),0.663,1,0,,2 (3),1,1,0.935,1
